,KSU,WLV,CCMO,AES,ATH,PPL,NFS,DRRA,GT,TSLA,AMZN,MCCC,PVH,CLX,DOV,COVw,WLH,USAI,NUE,CMC,CAL,LNT,CD,RTN,STX,Q,POL,EL,TNB,NBR,PPG,MHK,HUM,CY,STI,ILA,DHR,PH,AEE,GM,TKR,CVH,SGR,OLN,FST,BZH,BTU,ABK,RML,CHIR,FISV,DPS,BA,HMN,EOG,ARW,XOM,CPN,AIG,GM,ONNN,TGT,KBH,CVX,POM,AA,PIOS,KWD,BEV,AGY,CNP,FITB,OSG,CEPH,HAS,JDSU,ADM,GAP,RE,HPC,SAFC,SE,PEG,BDX,GCI,DE,MNI,PKI,PCH,AGN,TOY,PCU,PCAR,OKE,CMCSA,CKH,CKC,CIT,YUM,TSG,CR,BRK/B,KR,MKC,ICCI,MDT,KO,SII,LMCA,VFC,WIN,CAT,BG,DAL,EDS,AHC,LIZ,TSN,CDN,FLM,BK,IFF,MV,TYCw,IR,DNYY,DOLE,NSM,FE,CVG,D,BLS,DELL,ATG,AMPw,HON,INTU,JBL,C,AVT,BUD,SNA,WIN,LTR,VVI,EQT,AXL,HD,FLR,CXR,X,CIN,COKE,ARG,SYMC,ED,HDI,SGP,MWD,NLC,AM,JNJ,MTG,OC,VSTE,BOW,PNW,TRB,NXTP,NCC,ALB,LZ,ASH,MAY,MON,VMC,GDW,LEG,IGT,PBI,WTM,TXI,PBG,MDC,ACE,PGN-W,TE,BSX,EQIX,DST,SYK,SSCC,SWY,TMO,BLK,RL,H,IPG,HB,CZN,WCI,EQ,AAPL,WSH,FPL,PNR,EAS,HOT,ARM,UVV,EK,ACF,TRW,ROHI,PRM,KMG,HLT,EMC,MXT,MMM,SPB,MAT,NWA,PM,HAR,MTW,RMK,CBT,IDPH,AMR,GENZ,SXT,AZR,HPQ,MLM,DISH,UAUA,SCH,VLO,DO,ATK,DIS,WAG,ATI,ESV,CAM,TWTC,HAL,MUR,WR,HUN,BRK/A,RS,NOC,MCIAV,TLN,DD,DNA,IGL,LTD,SANM,BYD,PKD,SRI,PGL,GCI,BR,LQI,MCD,WM,TRS,XIDE,LEAP,USG,EXC,RNR,KMB,LH,PL,UVN,UPS,AMT,TWC,HCR,BEAV,LLY,TXU,TSO,GD,GP,AOT,BHI,AMKR,PRE,NTRS,WDC,CNF,VSH,TVL,MO,SON,WU,ALLY,NI,PENN,ARMK,BOL,ATO,KMI,SCS,TDG,AZO,HTZ,IEX,ODP,SRE,SLR,CFC,BBT,H,BER,LUV,HBI,OPT,UFI,TDS,XRAY,FLEX,COST,AYE,JCP,ESRX,DOW,GPK,ACGL,HCA,CB,DJ,FSH,FRN,ABT,RBK,GW,LVLT,OMI,GTK,AET,KRFT,CL,PHM,LSI,XMSR,DDS,CCU,KEG,EXPE,EAT,CSC,SRP,OLOG,SRV,STN,ABC,AEP,CLR,BRW,GR,HRC,PFE,DGX,PGR,MU,HCA,DNB,CUM,IBM,WINN,WYN,SGU,VCI,DTE,LEN,APC,NX,TXT,AMAT,JP,PKS,AMG,SEPR,LCC,ETR,FWC,PEP,SLE,TOL,SKO,HOV,YELL,GXP,UTX,USM,EMR,PCG,RHD,MRO,CAH,SLM,SBAC,VAL,XL,GIS,CTB,CI,COP,CAG,JNY,MAN,WFC,EIX,SVU,ISG,RGA,GET,VIA/B,LPX,ASO,BGG,PKG,PXP,MEL,WYE,TU,JEF,RCL,FCX,ICN,JNPR,MKL,SBC,NWAC,MRK,HRB,ASD,RLGY,ISLE,RSH,AFL,PTMK,AVY,PSS,LINTA,LEA,LVS,CXW,RCCC,EFX,CRS,CTX,KRI,PHH,VPI,JNS,MAS,FSL/B,HCC,MIK,USU,DPH,WLK,UIS,AG,NBL,LYO,HSY,AMGN,LEH,FSL,LAMR,SLM,NAV,EV,GS,MBI,NEM,GSF,NSC,USI,FOE,BWA,FBF,MHP,NFG,F,KMRT,CCE,WPI,WEC,XRX,INTC,FCS,DNE,CNHI,ADP,EC,SOV,CE,CYH,SOI,OXY,ITW,PSD,HMA,MAR,CINF,BAX,SYY,AW,CVC,USB,AXP,VZ,UNM,ROH,CTAS,NSM,AV,SFD,CYT,LM,NRG,RRC,JBLU,APA,UCL,APD,T,SO,LMT,XTO,TXN,NI,CPN,STT,DYN,SPC,BCC,CVS,CEG,BFT,FO,SOTR,MWL,CPO,RSG,PLL,LW,RYN,CRC,MYG,WPO,DYN,CSCO,WMB,AWE,PYX,WMG,FNT,HS,WPS,ROV,SPW,WMI,RYL,RDA,AYI,NYT,WB,USFC,SQA/A,BKH,RCII,BCR,SCR/A,THC,DFS,KRB,DEX,DAN,MGG,AGO,KEY,PTV,GLK,BDK,CTL,NKE,TRI,RKT,DLX,BSC,ITT,PD,TK,AT,AKS,SNDK,RKY,BTU,SVM,SKS,WIN,CBRL,GE,ACN,ALV,IRM,BLC,ECL,DNR,NWS/A,GLT,WOR,SIRI,CNX,GMT,GMRK,DNY,LOW,CMVT,HSC,DHI,BETA,STZ,FSL,NST,ADT,WMT,K,ASCA,MER,DUK,LAF,BNI,SCHL,PCP,KFT,FAF,SPF,TEGY,BEC,LIFE,AOL,AWH,PAX,ACI,PMI,RIG,FON,GLW,MSFT,G,PX,TECD,ROK,LLL,SWK,CCI,ADI,AVP,GDT,HNZ,IKN,MWV,CSX,FD,MI,MEE,OCR,DRI,RF,YBTVA,XEL,CCL,VGR,CPB,MBG,NVR,STLD,GAS,AIQ,VIA/B,JAH,NU,PRU,PNC,MYL,AFG,MTH,AMD,LU,OVV,FMC,DCEL,WHR,DF,IP,OSG,SHW,WYNN,PBY,AOC,EMN,PVN,VC,BBY,DG,ORCL,SBGI,GGC,NWL,HSP,RHAT,HET,LXK,ZMH,UFS,MOVI,A,SUN,MOT,KSE,NOI,SCG,ACV,BJS,CNA,DCN,CSL,COF,ATUS,BAC,HIG,CK,TRY,AXS,OGE,CMS,AWGI,GPS,MCK,SFY,DELL,BC,MEDI,QCOM,HRS,JPM,OS,CSAR,CHTR,RPMM,CQB,SEE,OSK,SUNW,KMI,PG,GOOCV,LNC,BEN,TEN,MET,JWN,HDS,BONT,CELG,AN,IVGN,PGN,WEN,RJR,NMG/A,JOYG,UST,EQ,IAR,GWW,WLL,HNT,TMK,SSP,PDE,DVN,ABS,NFX,SBH,JBHT,HUB/B,KG,OI,ACW,PCS,CHK,DVA,Q,KSS,URI,TIN,RAD,SPLS,KTO,CMA,NRTLQ,TEX,ETN,CBE,UTR,HAYZ,UNH,DAL,FDC,TJX,EP,UHS,YRK,PFG,BLL,GOOG,RPM,GI,WY,CA,FDX,UNP,GILD,MNY,BMS,GRP,WFT,FDC,MMC,BMY,SAH,GEF,R,LEAF,RDN,ALL,OMC,DPL,RRI,PPE,PXD,PAS,GNW
1998-01-31,,,,,,,,,,,,,128.40199899673462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2485.5,,,,,,231.20850372314453,,,,,,,,,,,,,,,,,,6255.1500244140625,,,,,580.5,,,,,,,,,,,,,,,102.16049766540527,,,,,,,,,,,,,,,,,,,,,,,,,,,154.5,,,,15.626500129699707,,,,,,,,,,,659.5,200.20849609375,,,,,,,,,,,,,,,,,,,,,,,,,1989.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3249.5,,,,,,,,,,,,,,,,,,,,,,,,,,325.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5359.0,,,,,,,,,,,,,,,,,1878.5115661621094,,,,,1217.0155029296875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.32699775695801,,371.00650787353516,,,,,,,,,,,,,,,,,,,,,,,,122.23799705505371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,756.6715240478516,,,230.79650115966797,,,768.2305068969727,,4.649999976158142,,,,,,,,,,,,,,,,122.10650396347046,,,,,,,,,,,,,,,34.90299987792969,,,,,,,,,,,,,2107.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.14149951934814,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.7689971923828,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284.9125003814697,,33.034499645233154,,,,,,,,,,,,,,,,633.3669738769531,,,,,,,,,5978.0,,,,,,,,,,,,,,,,,,,,,,,,,,544.7315144538879,,,,,186.26850128173828,,,1878.5115661621094,,784.7430038452148,,2515.5,,,,,,,,,,2743.5,897.4799966812134,,,,,,,,,,,,,,,,,,,,,,,,370.4774971008301,,,,,,24.029999434947968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332.81600189208984,,,154.5,,,,,,,,,,,,,,,,,,,,,524.7639923095703,,62.62700134515762,,,,,,,,584.1294860839844,,,,,,,,,,,661.4225311279297,,,,,,,,,,,,157.0279986858368,,,,294.21700286865234,,,,,,,,479.29998779296875,,,,133.87200164794922,,,,,,,,,,,,,,,,,,,,,,29.965999603271484,,,,,,,,,,,
1998-02-28,,,,,,,,,,,,,,,,,,,,170.37200164794922,,,,,,,,,,,,,,,,,,,,,,,121.91250228881836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,589.0989837646484,,,,,,,,,,,,,,,,333.2015075683594,,,,,,,,,,327.2539978027344,,,,,,,,,,,,,,,,,,,,,,,,245.89999389648438,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,223919.5,,274.04000091552734,,,,,,,,,,,,,,,,,,,,,198.13199615478516,,,,,,,,,,,,,,,,,211.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287.4030055999756,,,,,,,,,,,,,,,,,,,,,,208.06350326538086,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,131.89999389648438,,,,,193.17149353027344,5627.35498046875,,,,,,,,,,,461.0794982910156,,,,,,,,,,,,,,,,,230.69650292396545,,,,,,,,,,,,,,,,,,,,,,,,,,478.9500045776367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.5,1015.8000030517578,,,,3706.050048828125,,,,,958.9600219726562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130233.0,,,,,,,,,,,,,,,,,,,,,,,,233.39999961853027,,,,,,,,,,,,,,,,,,,,,,,,73.66950273513794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2890.5,,,,,,,,,,,,824.2805023193359,,,,,,,,,,,,,,,,,,,,,,,,,,313.04700469970703,,,,,,,,,,,270.62699127197266,,,,,,,,,,,147.24999690055847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.94050216674805,,,,645.7895278930664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.68850326538086,,165.6569995880127,,,,,0.05549999885261059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1323.224983215332,,,,,,,,,,,,,,,,,,,,338.01400232315063,,,,1023.3565063476562,,,,,,,,,,,,,,,,,,,,,,
1998-03-31,500.4499969482422,,559.2094702720642,2929.5,,1966.0,199.1999969482422,125.94049763679504,1229.4500122070312,,39.03500175476074,,,814.0159912109375,640.3134918212891,,,,83.9749984741211,,1254.5,373.6495056152344,,7903.0,,,167.95000457763672,209.80000019073486,325.2420082092285,147.25500106811523,1137.0,185.63299560546875,423.5,87.5,11425.798583984375,937.3500061035156,370.7465057373047,498.9034881591797,1424.3279876708984,,324.7760009765625,65.0570011138916,,141.5,,,,111.94000244140625,254.81949615478516,240.04999542236328,225.47800064086914,5.597000002861023,3634.0,91.80450057983398,399.6000061035156,599.3244934082031,6291.5,553.024980545044,30409.5341796875,,,,,4888.0,1741.0779724121094,,233.71800446510315,,383.7985076904297,215.10499572753906,5391.551513671875,4576.953186035156,449.54649353027344,10.434000015258789,112.46499633789062,0.0,2941.8359375,,0.0,583.0,2555.699951171875,,4088.5,515.9434814453125,688.1519775390625,,573.337474822998,57.45000048726797,434.36000061035156,202.75,,130.78699588775635,,,3442.8499450683594,,381.15400314331055,,2325.5,158.93649291992188,166.44549560546875,,1790.36794090271,,,,4125.5,268.1745071411133,,512.7230072021484,,6389.0,,987.5,924.9000244140625,1199.9129943847656,0.0,1239.1499481201172,1.0744999945163727,803.8140029907227,6064.5,13.09399962425232,,1061.8999633789062,1913.3999938964844,681.2384796142578,422.98899936676025,,4235.071044921875,729.7000244259834,5512.449951171875,7138.5,,371.5499939918518,,1253.0,,,,384.4515031725168,,160.260498046875,354.08548736572266,3420.5499267578125,,461.5585021972656,,,,117.87799835205078,385.0,2383.873046875,310.36900329589844,459.19348526000977,11.308500289916992,2118.666015625,292.58599853515625,472.0,,,,1132.0,,1374.5,,380.1250100135803,1230.9305572509766,725.9790191650391,,12454.97509765625,44.85900115966797,160.12799835205078,1152.5,,,49.05049991607666,7063.320068359375,,,2531.8839721679688,846.5000152587891,,,,,,949.9500122070312,295.14299964904785,,72.55449962615967,74.16500198841095,1039.0,1866.5,1126.4194793701172,,0.3370000123977661,,444.4044952392578,,,,,499.5,,1785.0,203.26800346374512,837.588493347168,4737.0,268.0,843.7359924316406,1405.0,219.989501953125,,,834.5004806518555,369.1000061035156,1580.0,284.04300594329834,180.0,2129.0,7.002499938011169,363.7495059967041,1768.1499481201172,,240.8015022277832,,,513.8999938964844,5.234000086784363,2413.5,60.715500831604004,174.8040008544922,264.94149589538574,,187.20900535583496,714.0625019073486,2773.0,,374.1734924316406,200.0,108.24299812316895,,,220.54999685287476,223.30000686645508,227.89999771118164,,352.84999084472656,134.77150344848633,1662.2849731445312,,,99.77500305324793,1521.0,4172.086066246033,,11608.0,75.0,,,,407.5009880065918,,7.4964999705553055,264.35701417922974,,874.0,621.4545288085938,3536.4500122070312,30809.798828125,,651.023983001709,,314.5,2979.75,,1471.0499877929688,335.3500003814697,182.5,281.02799224853516,1457.0,78.63050128519535,,147.16949838399887,,1388.5999755859375,7959.889892578125,79.57299709320068,238.0,3160.5,387.51201248168945,,240.18949127197266,0.0,4908.0999755859375,256.5744934082031,372.6130142211914,473.35648345947266,,9008.5,515.5664901733398,,70637.498046875,,40.258500546216965,,1261.5499877929688,330.42699432373047,1901.4869995117188,,,,3549.88037109375,187.1945037841797,227.96650743484497,677.5,,,5924.4439697265625,,621.6320190429688,327.19551181793213,,,226.7045021057129,1261.8445129394531,85.38850212097168,147.6349983215332,,1460.8779907226562,,0.0,3580.5,896.0194816589355,0.0,4616.0,,88.21949672698975,418.0,162.37399554252625,1860.3480224609375,537.1130065917969,104.1604996919632,72.5,75.0,,1721.1499633789062,,1545.6499938964844,474.08848571777344,,,,559.2094702720642,180.6124997138977,,81.39450207352638,396.94800758361816,558.054988861084,134.4729986190796,1485.9515075683594,499.0784912109375,315.2699890136719,3351.2130737304688,,982.7999725341797,917.6499938964844,1010.3024711608887,2879.5,272.35250091552734,,,4616.0,364.79998779296875,659.5,20181.5,354.08548736572266,,48.0,235.46050262451172,2115.0,,547.5709838867188,,,,578.0,223.1240062713623,111.55000305175781,137.68249583244324,2413.5,6153.5316162109375,513.5169906616211,,2460.0,,,,83.3190016746521,572.3689937591553,935.5,259.6499938964844,2221.9500122070312,6123.5,0.0,1880.5,229.42150115966797,29803.5126953125,,,,,114.52850246429443,997.5,1888.5,,59.70650100708008,152.69000244140625,20477.650390625,5575.1396484375,,,,218.3905029296875,4274.200103759766,378.5999946594238,3217.650390625,188.10449981689453,,,6051.0,1972.4095153808594,,332.9659881591797,1470.9439544677734,1287.998550415039,187.9789981842041,,,9040.0,1768.1499481201172,1580.5,,1246.5,,,405.0500030517578,,,279.8499946594238,,,644.3499755859375,,0.0,67.5,219.88250160217285,353.1944885253906,1274.1895141601562,842.0489883422852,,233.96200561523438,,606.8499984741211,,,,0.0,,,785.2999725341797,478.70001220703125,347.5054931640625,222.5,729.5645141601562,147.5,,,296.75349140167236,,,,,,640.1594772338867,403.8999938964844,3804.0,389.5,105.41550254821777,201.84999465942383,13002.0,378.9085006713867,803.5119934082031,,,5053.5,1.9475000500679016,1148.6634826660156,8875.0,585.5,,,,297.03299713134766,475.9414825439453,3911.7449951171875,,,419.5,4393.5,732.6675109863281,1138.291015625,52.846001625061035,,309.4615058898926,1664.0,461.68949127197266,731.5190277099609,,1538.1764526367188,22221.0,12391.25,,391.0,,,,,171.6999969482422,77.82599830627441,380.90550231933594,267.48051464930177,,708.4649782180786,,1339.8999786376953,6011.5,8944.09716796875,6964.0,302.5,690.0,1033.9114990234375,553.024980545044,10908.0,,1103.0,1224.396484375,799.3999786376953,2002.1500244140625,207.01999855041504,986.3999938964844,7117.0819091796875,166.86399388313293,281.5,173.30000686645508,,,247.91250324249268,,450.0044860839844,0.0,,,3655.3001098632812,,471.83050537109375,,,393.79998779296875,174.34149932861328,66.90300130844116,,1838.9704818725586,546.6084899902344,16.799999237060547,,409.0764923095703,44922.5,52.5,284.84150314331055,82.75899982452393,,269.24999237060547,,,,3124.5855255126953,,1648.75,291.7889862060547,,18805.5,,296.81248712539673,1024.5999908447266,1321.7105102539062,,,294.59000396728516,62.22800159454346,103374.009765625,1947.4999389648438,573.1000061035156,389.15050506591797,917.836498260498,572.5,0.0,107.5,,723.7090187072754,,,,126060.5,,567.4999847412109,262.0549989938736,,181.66849899291992,82.51700000092387,,187.4929962158203,,75.25399780273438,,1848.9500122070312,76.13949966430664,682.43701171875,,,123.91450309753418,,,,,779.7864990234375,,,1365.3499755859375,124.44050216674805,241520.5,3834.9501037597656,132.30649948120117,2687.0,,198.70000076293945,,,,,707.3499755859375,,,,175.60800391435623,104.07250022888184,99.22049713134766,393.04448556900024,2165.6499786376953,943.8499755859375,0.0,1359.0,1942.5,,537.5,235.5150022506714,261.6499938964844,93.64949798583984,,301.9500045776367,132.9000015258789,,1740.5704345703125,,3567.5,,2558.8624877929688,,178.04399347305298,,2620.106430053711,325.68750190734863,1450.364013671875,,292.9600067138672,,,227.9429931640625,133.00399684906006,379.6499938964844,179.2549934387207,,19.931000232696533,2434.8589477539062,,10812.5,,,26.434500217437744,433.5554962158203,2857.0,,899.8499755859375,135.80899238586426,1556.5,645.3705101013184,6028.0,449.54649353027344,730.5674743652344,,,1384.75,930.0,326.9259948730469,,,,,835.8109893798828,199.4199981689453,554.3839988708496,,,470.5090101957321,92.70000076293945,,,36.61549949645996,,418.0,3057.5,2291.974609375,29.91800045967102,938.5,76.89500093460083,257.3259963989258,1992.5,1648.75,192.27099609375,2654.5634765625,,74082.0,1522.0,442.54500818252563,370.6199893951416,,573.1570129394531,2674.0,990.6975250244141,,704.7999877929688,65.06199645996094,,618.9500122070312,,391.68201446533203,624.0000152587891,75490.5,188.81149864196777,116.22700219601393,,,647.7635192871094,805.8404846191406,194.61800384521484,,1901.4869995117188,4968.0,,928.240478515625,379.7449951171875,1796.0,,,,,0.23149999976158142,4770.2000732421875,,1432.6384735107422,231.9060001373291,,,,50.0,,,96.65850257873535,,680.2080218791962,728.9654846191406,409.22249603271484,345.66898345947266,74.75,,84.81449890136719,,247.30750274658203,49.76750183105469,102.45899677276611,1784.0499725341797,,,327.0065002441406,471.94200372695923,3363.5,,,2449.0,,,103.05899810791016,6212.515625,979.0,296.4000053405762,933.5,1102.9499816894531,,,0.0,987.5,,,1971.0,215.58200407028198,307.45249938964844,,642.4500122070312,,,136.95949470996857,2476.0,1084.5,,4761.0,1.9585000276565552,,196.4079933166504,,365.78350830078125,,1084.5,1235.5,159.01799964904785,,1392.2700500488281,5328.9189453125,0.0,1374.5,655.2785034179688,643.6889953613281,,,1059.6295146942139,302.3999938964844,
1998-04-30,,,,,,,,,,,,,172.67449951171875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2918.0,,,,,,278.3939971923828,,,,,,,,,,,,,,,,,,7251.7998046875,,,,,1257.5,,,,,,,,,,,,,,,101.45950031280518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.58650016784668,,,,,,,,,,,661.5,300.22650146484375,,,,,,,,,,,,,,,,,,,,,,,,,1983.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2378.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5440.5,,,,,,,,,,,,,,,,,1723.7645568847656,,,,,1135.2409973144531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.05699825286865,,349.2344970703125,,,,,,,,,,,222.36999320983887,,,,,,,,,,,,,156.05149459838867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,767.8395156860352,,,227.27399921417236,,,765.0735168457031,,4.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.290000915527344,,,,,,,,,,,,,1995.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.1470012664795,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.89550018310547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.6894989013672,,32.41599988937378,,,,,,,,,,,,,,,,781.3085021972656,74.01399993896484,,,,,,,,5682.0,,,,,,,,,,,,,,,,,,,,,,,,,,339.3665089607239,,,,,167.28050708770752,,,1723.7645568847656,,820.4870185852051,,2317.0,,,,,,,,,,2230.5,954.5325038433075,,,,,,,,,,,,,,,,,,,,,,,,468.2455139160156,,,,,,120.56799785792828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.3375015258789,,,,,,,,,,,,,,,,,,,,,,,,464.1334991455078,,48.93500006198883,,,,,,,,501.9070129394531,,,,,,,,,,,645.0874862670898,,,,,,,,,,,,157.41599917411804,,,,269.6700048446655,,,,,,,,463.9499931335449,,,,140.2239990234375,,,,,,,,,,,,,,,,,,,,,,133.09299829602242,,,,,,,,,,,
1998-05-31,,,,,,,,,,,,,,,,,,,,196.38600158691406,,,,,,,,,,,,,,,,,,,,,,,82.4219970703125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,584.6530151367188,,,,,,,,,,,,,,,,281.0865020751953,,,,,,,,,,361.135498046875,,,,,,,,,,,,,,,,,,,,,,,,249.25000762939453,,,,,,,,,,29.166500091552734,,,,,,,,,,,,,,,,,,,,,239180.5,,350.8249969482422,,,,,,,,,,,,,,,,,,,,,216.25649642944336,,,,,,,,,,,,,,,,,208.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316.62398993968964,,,,,,,,,,0.0,,,,,,,,,,,,220.97549533843994,,,,,,,,,,,,,,,,,,,,,,,,,,,169.0,,,,,193.27099609375,6158.554931640625,,,,,,,,,,,462.0715026855469,,,,,,,,,,,,,,,,,190.37149667739868,,,,,,,,,,,,,,,,,,,,,,,,,,460.8000030517578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.5,1237.5,,,,2153.9999389648438,,,,,927.0744934082031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132846.5,,,,,,,,,,,,,,,,,,,,,,,,232.25000286102295,,,,,,,,,,,,,,,,,,,,,,,,98.12050151824951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2924.5,,,,,,,,,,,,671.4999847412109,,,,,,,,,,,,,,,,,,,,,,,,,,357.8874969482422,,,,,,,,,,,255.77349853515625,,,,,,,,,,,131.85000038146973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.40650177001953,,,,836.9649963378906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.68549728393555,,155.09250283241272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1466.5455017089844,,,,,,,,,,,,,,,,,,,,364.16051292419434,,,,950.1190185546875,,,,,,,,,,,,,,,,,,,,,,
